Log analysis
2021-02-11 22:30:56 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 22:30:56 ALLOW UDP 192.168.0.108 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP 192.168.0.108 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 22:30:56 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 63860 5355 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP 192.168.0.108 224.0.0.252 63860 5355 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 61348 5355 0 - - - - - - - SEND
2021-02-11 22:30:56 ALLOW UDP 192.168.0.108 224.0.0.252 61348 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP 192.168.0.108 216.58.199.174 61349 443 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 63860 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP 192.168.56.1 224.0.0.252 63860 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::1:3 63860 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP 192.168.99.1 224.0.0.252 63860 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 61348 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP 192.168.56.1 224.0.0.252 61348 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::1:3 61348 5355 0 - - - - - - - SEND
2021-02-11 22:30:57 ALLOW UDP 192.168.99.1 224.0.0.252 61348 5355 0 - - - - - - - SEND
2021-02-11 22:31:00 ALLOW TCP 192.168.0.108 216.58.203.14 61469 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:00 ALLOW TCP 192.168.0.108 216.58.203.14 61471 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:01 ALLOW UDP 192.168.0.108 192.168.0.1 61353 2054 0 - - - - - - - SEND
2021-02-11 22:31:01 ALLOW TCP 192.168.0.108 142.250.183.22 61473 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.0.108 192.168.0.1 49380 53 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 53578 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.0.108 224.0.0.252 53578 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 52015 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.0.108 224.0.0.252 52015 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW TCP 192.168.0.108 34.107.247.156 61474 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:02 ALLOW TCP 192.168.0.108 103.29.116.110 61466 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:02 ALLOW TCP 192.168.0.108 103.29.116.110 61475 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:02 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 53578 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.56.1 224.0.0.252 53578 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 52015 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::1:3 53578 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.56.1 224.0.0.252 52015 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.99.1 224.0.0.252 53578 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::1:3 52015 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW UDP 192.168.99.1 224.0.0.252 52015 5355 0 - - - - - - - SEND
2021-02-11 22:31:02 ALLOW TCP 192.168.0.108 52.109.12.18 61455 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:03 ALLOW UDP 192.168.0.108 192.168.0.1 52961 53 0 - - - - - - - SEND
2021-02-11 22:31:03 ALLOW TCP 192.168.0.108 161.69.226.73 61476 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:03 ALLOW UDP 192.168.0.108 192.168.0.1 50983 53 0 - - - - - - - SEND
2021-02-11 22:31:03 ALLOW UDP 192.168.0.108 192.168.0.1 62339 53 0 - - - - - - - SEND
2021-02-11 22:31:03 ALLOW TCP 192.168.0.108 103.29.116.110 61478 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:03 ALLOW TCP 192.168.0.108 103.29.116.110 61479 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:03 ALLOW TCP 192.168.0.108 52.114.158.91 61477 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:04 ALLOW TCP 192.168.0.108 54.227.203.241 61480 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:04 ALLOW UDP 192.168.0.108 192.168.0.1 50280 53 0 - - - - - - - SEND
2021-02-11 22:31:04 ALLOW TCP 192.168.0.108 52.114.158.91 61481 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:04 ALLOW TCP 192.168.0.108 216.58.203.35 61483 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:04 ALLOW TCP 192.168.0.108 103.29.116.110 61462 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:04 ALLOW TCP 192.168.0.108 54.227.203.241 61482 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:04 ALLOW TCP 192.168.0.108 34.107.247.156 61484 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:05 ALLOW UDP 192.168.0.108 192.168.0.1 59049 53 0 - - - - - - - SEND
2021-02-11 22:31:05 ALLOW UDP 192.168.0.108 74.125.24.189 59050 443 0 - - - - - - - SEND
2021-02-11 22:31:05 ALLOW UDP 192.168.0.108 192.168.0.1 49945 53 0 - - - - - - - SEND
2021-02-11 22:31:05 ALLOW TCP 192.168.0.108 172.217.167.161 61485 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:09 ALLOW TCP 192.168.0.108 216.58.203.35 61488 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:11 ALLOW TCP 192.168.0.108 216.58.203.14 61491 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:11 ALLOW UDP 192.168.0.108 192.168.0.1 62929 53 0 - - - - - - - SEND
2021-02-11 22:31:12 ALLOW UDP 192.168.0.108 172.217.26.227 62931 443 0 - - - - - - - SEND
2021-02-11 22:31:13 ALLOW TCP 192.168.0.108 172.217.26.227 61492 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.0.108 192.168.0.1 54333 53 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 54940 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.0.108 224.0.0.252 54940 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 64800 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.0.108 224.0.0.252 64800 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 54940 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.56.1 224.0.0.252 54940 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::1:3 54940 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.99.1 224.0.0.252 54940 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 64800 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.56.1 224.0.0.252 64800 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::1:3 64800 5355 0 - - - - - - - SEND
2021-02-11 22:31:19 ALLOW UDP 192.168.99.1 224.0.0.252 64800 5355 0 - - - - - - - SEND
2021-02-11 22:31:20 ALLOW UDP 192.168.0.108 192.168.0.1 55675 53 0 - - - - - - - SEND
2021-02-11 22:31:20 ALLOW UDP 192.168.0.108 142.250.182.238 55676 443 0 - - - - - - - SEND
2021-02-11 22:31:20 ALLOW TCP 192.168.0.108 142.250.182.238 61495 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:21 ALLOW UDP 192.168.0.108 192.168.0.1 54776 53 0 - - - - - - - SEND
2021-02-11 22:31:21 ALLOW TCP 192.168.0.108 65.8.85.11 61498 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:21 ALLOW TCP 192.168.0.108 103.29.116.110 61499 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:21 ALLOW TCP 192.168.0.108 103.29.116.110 61500 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:22 ALLOW UDP 192.168.0.108 142.250.182.238 54779 443 0 - - - - - - - SEND
2021-02-11 22:31:22 ALLOW TCP 192.168.0.108 142.250.182.238 61501 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:25 ALLOW UDP 192.168.0.108 192.168.0.1 50468 53 0 - - - - - - - SEND
2021-02-11 22:31:25 ALLOW TCP 192.168.0.108 52.98.88.66 61502 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:25 ALLOW UDP 192.168.0.108 192.168.0.1 63700 53 0 - - - - - - - SEND
2021-02-11 22:31:25 ALLOW TCP 192.168.0.108 172.217.26.227 61503 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:25 ALLOW UDP 192.168.0.108 192.168.0.1 59846 53 0 - - - - - - - SEND
2021-02-11 22:31:26 ALLOW TCP 192.168.0.108 216.239.32.116 61504 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:26 ALLOW UDP 192.168.0.108 192.168.0.1 63067 53 0 - - - - - - - SEND
2021-02-11 22:31:26 ALLOW TCP 192.168.0.108 40.126.18.33 61506 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:26 ALLOW TCP 192.168.0.108 40.126.18.33 61507 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:27 ALLOW UDP 192.168.0.108 192.168.0.1 56843 53 0 - - - - - - - SEND
2021-02-11 22:31:27 ALLOW TCP 192.168.0.108 52.109.124.112 61509 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:27 ALLOW TCP 192.168.0.108 52.109.124.112 61510 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:28 ALLOW UDP 192.168.0.108 192.168.0.1 61289 53 0 - - - - - - - SEND
2021-02-11 22:31:28 ALLOW TCP 192.168.0.108 40.126.18.33 61513 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:28 ALLOW TCP 192.168.0.108 40.126.18.33 61512 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:28 ALLOW TCP 192.168.0.108 40.107.227.16 61511 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:29 ALLOW UDP 192.168.0.108 192.168.0.1 59277 53 0 - - - - - - - SEND
2021-02-11 22:31:29 ALLOW TCP 192.168.0.108 52.109.116.33 61514 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:30 ALLOW UDP 192.168.0.108 192.168.0.1 49291 53 0 - - - - - - - SEND
2021-02-11 22:31:30 ALLOW TCP 192.168.0.108 104.47.100.16 61515 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:34 ALLOW UDP 192.168.0.108 192.168.0.1 64305 53 0 - - - - - - - SEND
2021-02-11 22:31:35 ALLOW TCP 192.168.0.108 52.114.158.91 61518 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:36 ALLOW TCP 127.0.0.1 127.0.0.1 61523 61522 0 - 0 0 0 - - - SEND
2021-02-11 22:31:36 ALLOW TCP 127.0.0.1 127.0.0.1 61523 61522 0 - 0 0 0 - - - RECEIVE
2021-02-11 22:31:37 ALLOW UDP 127.0.0.1 127.0.0.1 57590 9999 0 - - - - - - - SEND
2021-02-11 22:31:39 ALLOW TCP 192.168.0.108 34.107.247.156 61524 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:40 ALLOW UDP 192.168.0.108 192.168.0.1 60935 53 0 - - - - - - - SEND
2021-02-11 22:31:40 ALLOW TCP 192.168.0.108 104.17.91.51 61525 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61528 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61529 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61530 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61531 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61532 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61534 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:42 ALLOW TCP 192.168.0.108 104.17.91.51 61533 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:45 ALLOW UDP 192.168.56.1 239.255.255.250 60939 1900 0 - - - - - - - SEND
2021-02-11 22:31:45 ALLOW UDP 192.168.99.1 239.255.255.250 60940 1900 0 - - - - - - - SEND
2021-02-11 22:31:45 ALLOW UDP 192.168.99.1 239.255.255.250 60940 1900 0 - - - - - - - RECEIVE
2021-02-11 22:31:45 ALLOW UDP 192.168.0.108 239.255.255.250 60941 1900 0 - - - - - - - SEND
2021-02-11 22:31:45 ALLOW UDP 192.168.56.1 239.255.255.250 60942 1900 0 - - - - - - - SEND
2021-02-11 22:31:45 ALLOW UDP 192.168.99.1 239.255.255.250 60943 1900 0 - - - - - - - SEND
2021-02-11 22:31:45 ALLOW UDP 192.168.0.108 239.255.255.250 60944 1900 0 - - - - - - - SEND
2021-02-11 22:31:46 ALLOW TCP 192.168.0.108 104.17.91.51 61537 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:47 ALLOW UDP 192.168.0.108 192.168.0.1 62043 53 0 - - - - - - - SEND
2021-02-11 22:31:47 ALLOW TCP 192.168.0.108 169.44.159.200 61538 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:48 ALLOW TCP 192.168.0.108 34.107.247.156 61539 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:49 ALLOW UDP 192.168.0.108 192.168.0.1 63689 53 0 - - - - - - - SEND
2021-02-11 22:31:50 ALLOW TCP 192.168.0.108 3.0.207.158 61542 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:51 ALLOW UDP 192.168.0.108 192.168.0.1 51295 53 0 - - - - - - - SEND
2021-02-11 22:31:51 ALLOW TCP 192.168.0.108 104.17.91.51 61543 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:51 ALLOW TCP 192.168.0.108 142.250.182.227 61544 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:51 ALLOW TCP 192.168.0.108 169.44.159.200 61545 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:53 ALLOW UDP 192.168.0.108 142.250.182.238 51298 443 0 - - - - - - - SEND
2021-02-11 22:31:54 ALLOW TCP 192.168.0.108 3.0.207.158 61546 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:55 ALLOW TCP 192.168.0.108 104.17.91.51 61547 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:57 ALLOW TCP 192.168.0.108 169.44.159.200 61548 443 0 - 0 0 0 - - - SEND
2021-02-11 22:31:59 ALLOW TCP 192.168.0.108 3.0.207.158 61551 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:01 ALLOW UDP 192.168.0.108 192.168.0.1 51301 2054 0 - - - - - - - SEND
2021-02-11 22:32:01 ALLOW TCP 192.168.0.108 104.17.91.51 61552 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:02 ALLOW TCP 192.168.0.108 169.44.159.200 61555 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:03 ALLOW UDP 192.168.0.108 192.168.0.1 55850 53 0 - - - - - - - SEND
2021-02-11 22:32:04 ALLOW TCP 192.168.0.108 169.44.159.200 61556 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:05 ALLOW TCP 192.168.0.108 64.106.240.4 61557 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:06 ALLOW TCP 192.168.0.108 68.233.76.181 61558 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:07 ALLOW UDP 192.168.0.108 192.168.0.1 55089 53 0 - - - - - - - SEND
2021-02-11 22:32:07 ALLOW TCP 192.168.0.108 52.98.58.50 61559 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:07 ALLOW TCP 192.168.0.108 52.98.58.50 61560 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:07 ALLOW UDP 192.168.0.108 192.168.0.1 59647 53 0 - - - - - - - SEND
2021-02-11 22:32:08 ALLOW UDP 192.168.0.108 192.168.0.1 58433 53 0 - - - - - - - SEND
2021-02-11 22:32:08 ALLOW TCP 192.168.0.108 40.126.18.34 55404 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:09 ALLOW TCP 192.168.0.108 103.29.116.110 55407 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:09 ALLOW TCP 192.168.0.108 40.126.18.1 55408 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:10 ALLOW TCP 192.168.0.108 104.17.91.51 55409 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:11 ALLOW UDP 192.168.0.108 192.168.0.1 54087 53 0 - - - - - - - SEND
2021-02-11 22:32:11 ALLOW TCP 192.168.0.108 142.250.182.238 55410 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:11 ALLOW UDP 192.168.0.108 192.168.0.1 53456 53 0 - - - - - - - SEND
2021-02-11 22:32:11 ALLOW TCP 192.168.0.108 169.44.159.200 55411 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:12 ALLOW UDP 192.168.0.108 192.168.0.1 61727 53 0 - - - - - - - SEND
2021-02-11 22:32:12 ALLOW UDP 192.168.0.108 216.58.199.164 61728 443 0 - - - - - - - SEND
2021-02-11 22:32:12 ALLOW TCP 192.168.0.108 216.58.199.164 55412 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:12 ALLOW UDP 192.168.0.108 216.58.199.164 61729 443 0 - - - - - - - SEND
2021-02-11 22:32:12 ALLOW TCP 192.168.0.108 216.58.199.164 55413 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:13 ALLOW UDP 192.168.0.108 192.168.0.1 53527 53 0 - - - - - - - SEND
2021-02-11 22:32:13 ALLOW UDP 192.168.0.108 104.17.91.51 53528 443 0 - - - - - - - SEND
2021-02-11 22:32:13 ALLOW TCP 192.168.0.108 169.44.159.200 55414 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:13 ALLOW UDP 192.168.0.108 192.168.0.1 55653 53 0 - - - - - - - SEND
2021-02-11 22:32:13 ALLOW TCP 192.168.0.108 172.217.166.46 55415 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 54385 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 61352 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 60138 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 55743 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 51416 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 161.69.226.71 55419 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 142.250.67.200 51417 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 60558 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 60076 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 56730 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 142.250.192.14 55420 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 54095 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 104.16.18.94 54096 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 157.240.16.35 55421 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 58323 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 61986 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 59637 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 172.217.26.227 59638 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 142.250.192.78 59639 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 216.58.203.34 59640 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 216.58.203.34 59641 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 172.217.26.227 55422 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 142.250.182.238 59642 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 3.214.169.43 55418 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 59824 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 192.168.0.1 54580 53 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 31.13.79.53 55423 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 142.250.182.238 55425 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:14 ALLOW UDP 192.168.0.108 216.58.203.35 54581 443 0 - - - - - - - SEND
2021-02-11 22:32:14 ALLOW TCP 192.168.0.108 54.225.133.78 55424 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:15 ALLOW UDP 192.168.0.108 192.168.0.1 57058 53 0 - - - - - - - SEND
2021-02-11 22:32:15 ALLOW TCP 192.168.0.108 75.2.53.94 55426 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:16 ALLOW TCP 192.168.0.108 104.17.91.51 55427 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:16 ALLOW TCP 192.168.0.108 169.44.159.200 55428 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:18 ALLOW UDP 192.168.0.108 192.168.0.1 61487 53 0 - - - - - - - SEND
2021-02-11 22:32:18 ALLOW TCP 192.168.0.108 169.44.159.200 55429 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:18 ALLOW UDP 192.168.0.108 192.168.0.1 53541 53 0 - - - - - - - SEND
2021-02-11 22:32:18 ALLOW TCP 192.168.0.108 23.57.13.23 55430 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:18 ALLOW TCP 192.168.0.108 103.29.116.110 55431 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:18 ALLOW UDP 192.168.0.108 192.168.0.1 57899 53 0 - - - - - - - SEND
2021-02-11 22:32:19 ALLOW TCP 192.168.0.108 34.107.247.156 55433 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:19 ALLOW UDP 192.168.0.108 142.250.182.227 57900 443 0 - - - - - - - SEND
2021-02-11 22:32:19 ALLOW UDP 192.168.0.108 192.168.0.1 57084 53 0 - - - - - - - SEND
2021-02-11 22:32:19 ALLOW TCP 192.168.0.108 142.250.182.227 55435 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:19 ALLOW TCP 192.168.0.108 104.18.5.164 55436 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:20 ALLOW TCP 192.168.0.108 104.17.91.51 55437 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:20 ALLOW UDP 192.168.0.108 192.168.0.1 54995 53 0 - - - - - - - SEND
2021-02-11 22:32:20 ALLOW UDP 192.168.0.108 74.125.200.157 54996 443 0 - - - - - - - SEND
2021-02-11 22:32:20 ALLOW TCP 192.168.0.108 74.125.200.157 55438 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:20 ALLOW UDP 192.168.0.108 192.168.0.1 56628 53 0 - - - - - - - SEND
2021-02-11 22:32:20 ALLOW UDP 192.168.0.108 192.168.0.1 55000 53 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW TCP 192.168.0.108 169.44.162.72 55439 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:21 ALLOW TCP 192.168.0.108 162.13.248.121 55440 443 0 - 0 0 0 - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.0.108 192.168.0.1 54653 53 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.56.1 192.168.56.255 137 137 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.99.1 192.168.99.255 137 137 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.0.108 192.168.0.255 137 137 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.0.108 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP fe80::44d4:5329:3a9:e69 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 57428 5355 0 - - - - - - - SEND
2021-02-11 22:32:21 ALLOW UDP 192.168.0.108 224.0.0.252 57428 5355 0 - - - - - - - SEND
